9632 140
65 95 59
26 58 77
45 76 17
12 65 38
40 87 21
51 118 73
8 42 96
84 120 31
91 122 37
18 52 70
40 81 99
78 103 83
46 108 82
64 84 37
10 20 93
30 78 71
80 93 86
86 87 58
39 117 56
5 36 6
63 82 28
4 19 19
122 123 70
80 92 93
53 75 100
16 93 100
12 86 79
7 21 67
72 126 2
61 135 7
16 108 35
79 123 2
39 108 81
59 91 3
10 49 21
29 51 68
18 118 77
12 104 77
38 136 30
72 93 64
14 54 93
60 85 32
96 115 58
42 117 87
13 19 3
22 120 17
51 83 88
23 68 11
7 67 77
0 46 9
112 131 84
12 43 93
39 139 46
24 66 16
6 48 84
103 120 95
2 99 38
16 112 10
63 137 53
49 91 38
46 60 60
57 82 72
18 41 30
15 133 46
16 64 24
109 123 57
97 127 10
0 85 22
8 124 70
25 76 77
8 99 8
8 79 16
120 139 70
45 77 96
31 44 70
29 66 20
1 102 67
90 127 34
80 106 7
50 89 62
4 10 58
75 91 88
92 102 19
64 131 14
4 71 81
5 49 64
9 78 44
92 135 37
20 81 34
18 60 18
36 109 16
31 42 68
70 79 68
110 121 80
61 102 23
118 131 5
90 110 26
41 57 63
42 131 57
29 105 75
61 130 2
95 117 61
7 118 20
50 68 64
12 112 52
10 16 78
66 71 68
4 59 60
70 123 13
26 83 58
62 63 98
52 118 99
69 112 13
114 137 64
64 118 54
102 109 82
117 129 45
4 42 55
21 70 53
78 123 36
114 130 18
98 138 80
39 133 22
52 133 76
45 106 28
122 130 2
19 84 13
87 99 25
50 108 36
30 69 75
23 37 93
24 75 6
93 99 8
55 82 98
2 44 55
32 120 62
44 106 85
98 112 99
124 130 44
43 102 61
31 130 28
88 134 77
0 108 39
106 138 36
17 45 57
38 108 71
40 115 83
89 118 77
60 123 7
3 82 62
123 126 49
132 138 68
6 135 21
49 72 92
119 125 34
25 74 83
24 29 55
3 65 68
12 130 2
1 104 21
95 134 58
75 84 33
113 123 66
55 116 36
20 86 88
43 129 7
47 124 17
18 51 80
92 103 67
2 46 33
6 127 28
19 38 92
54 137 39
40 50 86
60 97 24
3 67 8
26 98 8
48 92 82
13 99 95
20 108 92
11 38 25
101 124 23
63 87 33
1 19 57
45 107 68
50 120 52
38 53 43
28 116 77
9 133 43
28 65 80
0 8 47
2 134 60
40 62 67
7 89 8
31 88 73
52 54 27
44 137 82
23 31 22
89 109 76
12 67 78
44 90 73
39 68 23
25 62 17
0 40 32
42 138 46
40 45 32
15 34 29
44 93 38
39 135 76
2 62 17
31 66 75
115 128 81
39 128 97
97 135 90
33 72 12
75 113 85
13 20 14
50 67 4
51 81 95
65 76 17
71 111 65
20 136 4
