1580 80
49 66 37
12 42 90
7 59 32
18 55 69
56 67 62
28 68 78
18 33 28
7 52 29
13 43 82
56 66 48
55 74 27
72 74 2
14 79 49
0 3 72
6 14 79
10 68 83
7 28 71
35 62 87
0 48 24
18 68 91
38 62 88
48 56 69
20 64 2
5 63 21
26 68 82
7 65 16
31 76 99
15 76 74
29 35 63
16 72 24
17 46 89
14 57 6
2 6 31
11 35 12
2 53 43
14 59 91
17 35 24
16 60 77
6 60 35
32 40 84
49 55 41
18 57 25
0 27 91
43 67 66
54 57 52
6 46 97
5 40 75
39 70 7
23 56 38
27 50 14
1 5 42
8 9 61
66 71 8
13 16 10
68 72 65
18 69 40
26 32 77
31 68 99
2 70 84
10 78 68
41 70 21
69 78 54
29 72 82
46 72 16
41 76 1
6 24 8
4 26 29
33 60 47
39 43 98
27 60 39
34 79 53
32 77 98
0 12 72
36 63 3
2 34 50
1 31 91
0 58 22
21 61 47
15 16 4
20 24 65
21 33 23
49 54 94
75 76 65
26 78 40
60 77 35
41 56 13
11 18 7
67 79 51
62 70 9
4 19 41
28 33 36
4 51 38
68 78 63
22 70 40
51 77 62
7 53 100
24 64 44
26 55 48
10 20 84
18 35 66
49 59 41
30 35 87
4 71 92
24 70 62
12 72 65
11 64 93
15 71 52
37 77 67
54 70 26
16 63 73
10 22 89
35 52 55
17 66 69
35 51 60
1 55 78
62 67 48
13 73 95
6 15 8
30 57 29
31 57 41
44 76 72
32 34 68
32 62 6
22 51 50
35 58 47
41 47 28
17 42 91
4 28 44
23 54 58
44 78 27
11 25 66
34 45 4
2 38 55
0 32 13
11 14 16
23 79 39
19 74 76
56 69 76
22 35 28
27 44 71
6 51 61
50 68 84
18 75 64
57 58 66
12 32 23
1 62 85
4 27 30
5 24 8
14 76 92
38 68 51
5 38 23
32 43 53
52 69 41
20 56 23
13 27 21
58 71 41
56 62 86
8 74 78
1 69 27
19 59 60
60 79 37
21 56 42
32 67 54
24 27 5
46 76 99
13 65 45
5 54 27
1 46 74
50 54 12
10 60 18
1 12 56
32 35 91
53 62 2
45 67 7
56 79 56
9 48 28
57 63 96
15 40 52
3 64 17
61 78 83
0 36 1
61 68 32
7 9 10
21 31 23
53 75 26
7 24 61
19 41 94
11 22 83
37 59 98
3 24 68
42 56 100
43 69 2
28 47 11
32 41 86
5 23 42
15 27 33
36 47 92
7 55 14
62 69 61
21 37 89
39 76 7
37 68 4
5 76 64
34 42 17
14 36 36
0 23 23
2 71 21
4 45 76
7 14 6
30 49 4
54 67 83
22 48 1
21 52 70
44 69 74
40 66 74
29 79 79
20 35 41
10 59 58
47 50 59
22 34 61
9 73 71
3 62 63
17 20 15
24 32 63
18 51 24
68 77 17
51 72 1
27 51 84
12 47 67
6 11 39
22 60 23
51 57 96
33 48 96
60 66 6
11 43 24
20 77 37
68 70 47
74 75 26
31 37 26
26 36 27
21 75 58
10 79 91
21 47 93
31 46 43
7 15 3
27 66 60
76 78 92
4 58 50
34 77 27
14 25 41
44 54 20
54 72 52
18 67 19
8 18 3
35 41 11
42 47 22
3 50 32
27 78 84
42 57 14
69 79 64
52 62 84
41 69 68
9 47 43
23 64 43
40 67 34
54 55 21
