1237 100
49 92 30
13 57 66
56 62 73
12 89 48
27 41 47
46 66 43
60 62 92
46 92 32
27 67 61
12 58 50
32 79 27
22 71 90
16 58 78
17 30 40
33 72 55
86 93 44
1 63 41
76 77 49
13 54 98
24 65 52
4 88 9
63 73 24
28 56 83
5 45 33
1 92 85
41 93 97
10 77 72
35 59 56
5 6 23
67 88 8
40 74 14
49 88 76
10 65 47
22 80 88
50 73 12
23 92 39
74 96 83
2 73 17
34 56 48
26 67 10
10 81 33
37 81 33
18 29 70
62 74 52
36 81 85
66 94 17
53 55 11
14 23 70
8 37 61
23 80 46
44 74 4
11 75 98
9 26 74
30 59 41
54 74 60
28 42 16
55 91 63
15 86 21
3 34 86
33 83 76
2 19 36
28 45 89
21 74 42
14 40 96
35 91 44
31 58 82
7 8 78
66 80 10
77 94 59
7 47 16
5 31 74
85 93 27
74 95 96
41 42 66
48 87 91
69 87 60
35 62 40
8 89 63
65 72 69
6 92 39
70 74 69
12 45 84
6 85 78
15 79 30
57 86 33
37 85 66
93 97 100
66 92 64
41 84 19
38 83 41
74 92 89
0 37 13
25 39 58
6 19 16
27 31 92
49 71 100
87 94 48
0 54 61
20 61 76
21 32 70
96 97 41
23 48 2
20 55 38
62 98 8
46 61 98
0 51 31
20 37 64
68 71 2
15 64 61
29 37 77
32 72 70
6 11 67
5 50 86
20 35 69
2 36 91
58 94 96
40 85 20
1 31 34
15 92 64
25 94 66
8 58 26
88 90 90
84 97 60
20 27 21
36 93 92
35 57 70
11 22 75
16 61 94
76 99 86
65 88 63
32 92 75
71 80 14
33 68 78
25 38 94
7 63 8
25 77 25
24 39 21
25 28 73
14 67 2
30 73 50
5 41 36
18 55 50
50 89 63
38 85 90
14 37 86
42 79 11
52 84 78
6 8 83
23 67 90
20 33 11
54 78 76
1 82 53
95 97 57
69 78 7
58 68 32
38 47 3
1 91 3
43 64 44
69 96 59
26 45 81
57 85 75
34 55 77
30 78 82
22 29 77
6 82 77
30 82 29
34 85 19
3 86 8
30 92 51
10 37 6
3 91 93
49 82 91
6 90 56
5 74 21
75 98 79
11 96 5
62 77 98
22 93 54
7 67 63
2 96 94
3 90 97
1 84 99
38 81 96
25 62 80
70 71 41
83 98 47
24 34 92
91 98 58
63 89 29
51 97 91
61 86 19
3 23 12
1 32 10
0 85 67
5 90 76
32 36 53
42 48 41
48 49 61
22 92 39
28 83 3
44 57 63
41 82 7
0 94 44
19 41 58
3 21 16
56 97 4
72 83 12
0 20 12
5 55 51
46 67 48
32 82 4
1 52 11
25 32 90
20 38 19
15 82 31
8 21 5
25 73 82
10 63 9
69 75 94
18 52 36
62 72 98
58 61 34
26 34 41
9 47 58
18 68 87
0 88 68
5 94 72
13 31 32
7 86 38
19 78 3
32 90 11
85 86 49
15 68 85
52 93 65
73 86 19
28 84 4
34 98 55
61 83 69
39 51 70
8 9 88
8 73 53
23 54 97
12 37 66
23 98 5
29 75 97
13 71 81
3 85 46
27 49 36
54 83 32
51 59 67
1 97 35
36 47 57
29 49 39
0 3 96
71 75 77
30 53 80
9 23 66
0 76 58
35 41 41
11 50 87
31 85 17
65 94 26
53 71 28
26 84 3
33 79 6
8 77 1
35 97 10
21 79 51
65 74 49
1 83 66
52 55 21
62 95 19
3 46 12
24 79 37
53 67 42
27 83 64
54 67 75
44 91 75
4 71 55
48 89 57
24 71 53
19 31 51
43 92 90
25 52 35
62 76 44
42 73 91
69 84 27
57 69 78
80 89 10
56 96 59
42 51 60
28 87 18
41 70 24
30 74 29
22 54 38
40 80 92
1 47 69
20 98 79
57 82 15
36 77 5
47 62 87
18 58 12
14 81 25
48 92 28
28 66 17
3 12 44
44 49 29
22 82 40
12 52 71
7 95 5
10 95 57
6 23 26
6 29 49
50 79 72
52 74 1
5 23 32
49 60 21
14 69 40
40 82 33
30 47 5
11 64 8
28 85 36
2 55 36
44 50 48
0 19 95
44 69 50
34 64 84
7 89 56
43 89 52
37 51 82
62 84 39
49 79 95
8 99 93
37 86 59
44 51 74
27 54 51
22 48 81
69 70 87
52 78 74
52 64 31
15 88 80
21 90 39
34 45 20
51 98 74
4 32 6
69 85 90
49 74 8
47 61 2
67 79 17
2 48 9
23 28 38
5 88 99
90 93 50
38 75 57
11 68 77
23 26 60
64 87 82
68 86 98
47 85 17
5 57 72
84 93 57
17 75 8
32 46 10
68 80 55
36 50 54
8 92 49
25 47 56
63 95 6
12 35 85
63 97 11
12 64 47
55 66 92
11 84 85
47 76 57
41 62 94
14 28 77
62 71 96
30 68 7
40 87 72
32 95 99
36 54 88
29 91 55
41 65 84
49 85 17
21 98 24
14 33 16
25 91 100
32 73 12
33 91 23
47 83 49
20 25 18
22 46 48
58 81 18
8 33 47
33 43 24
66 86 76
61 70 52
75 90 87
15 16 92
78 88 15
12 15 27
42 57 26
20 80 43
36 52 81
28 53 53
65 68 29
53 86 11
2 57 78
16 35 62
0 33 30
18 42 8
10 98 89
1 98 25
58 64 3
30 37 52
22 84 27
72 80 13
87 88 63
59 81 20
2 37 10
74 86 44
65 78 87
86 92 22
53 79 65
2 53 43
43 94 98
1 64 91
70 83 62
20 97 70
80 84 92
48 51 80
21 67 90
25 68 74
36 49 24
44 54 32
50 54 85
15 18 51
29 74 2
0 53 65
18 62 32
90 97 71
7 13 25
39 72 55
33 49 24
43 79 66
26 56 89
63 82 3
22 53 5
17 40 48
8 46 73
47 59 95
3 95 83
30 83 25
0 4 25
76 98 82
79 88 89
15 70 61
19 40 77
6 51 41
17 63 35
33 35 94
10 30 45
5 51 9
17 56 26
20 67 12
88 91 78
2 10 95
44 96 67
13 67 72
19 80 66
15 75 83
14 75 48
26 83 70
11 53 78
67 89 23
68 69 73
27 35 50
17 31 80
54 89 30
6 77 79
18 89 6
33 87 97
58 92 56
15 23 99
55 93 41
12 55 95
7 15 1
45 73 50
60 73 92
58 74 12
36 51 69
30 64 15
13 77 10
18 41 27
5 89 48
61 96 99
6 70 77
39 57 48
14 17 54
51 66 30
8 23 16
67 85 18
0 97 28
13 58 86
23 68 64
23 41 70
4 8 60
68 70 30
62 99 2
28 67 23
6 34 93
9 65 30
36 48 77
23 99 56
10 92 71
0 10 88
71 82 66
16 18 45
17 92 21
25 61 7
72 87 23
3 14 33
84 90 84
47 50 15
39 92 83
88 93 62
42 50 56
23 37 30
4 16 84
84 89 95
43 83 40
52 77 12
6 12 98
34 75 81
8 32 26
32 71 12
11 77 64
22 28 75
8 61 34
4 75 42
14 42 65
88 97 17
16 97 41
4 89 24
91 94 38
59 92 19
85 95 16
16 42 28
33 71 34
54 79 33
9 28 62
9 89 40
37 41 7
25 65 18
26 75 17
9 49 98
10 70 75
83 87 13
17 24 88
41 96 70
69 76 4
3 73 42
35 92 91
4 7 72
7 24 43
83 93 55
6 50 22
18 44 81
65 83 36
74 81 41
0 21 15
67 87 75
28 58 87
30 39 56
1 22 45
52 73 29
51 88 75
41 47 67
27 64 50
2 29 94
28 43 21
35 71 6
2 90 88
47 57 28
31 56 81
76 81 75
28 37 48
9 72 36
23 36 29
24 96 79
3 20 96
71 78 7
14 34 42
39 76 43
22 25 84
9 30 62
27 33 88
52 81 70
21 36 39
56 91 67
43 99 94
71 85 51
65 89 15
31 32 69
69 86 34
70 80 57
41 58 90
23 73 61
8 29 15
2 40 70
26 39 39
19 72 19
25 37 10
56 71 69
30 33 74
13 23 3
12 53 21
55 68 22
35 95 87
28 33 31
25 59 1
56 75 6
10 51 19
9 92 78
25 70 79
57 78 75
6 56 55
23 55 97
17 70 63
72 98 29
6 54 12
36 60 5
8 30 87
84 88 27
30 36 68
33 46 47
34 81 46
66 91 32
67 72 80
2 71 39
81 99 69
29 85 88
85 96 79
10 14 77
18 88 93
71 88 1
60 75 100
70 97 23
37 64 37
52 71 72
21 78 58
5 10 64
62 82 99
26 88 59
58 91 62
44 56 58
14 84 100
5 35 100
55 75 25
11 23 76
1 34 26
7 84 14
18 31 17
49 66 16
4 24 5
82 93 16
26 87 22
2 87 46
0 41 13
30 35 43
71 99 35
17 83 98
15 55 8
19 51 43
81 85 60
22 72 51
16 73 31
78 89 12
71 97 17
45 46 55
26 70 51
29 60 33
59 78 27
84 96 50
1 53 18
10 22 80
10 15 65
67 95 61
23 25 20
15 65 18
38 59 82
13 88 4
47 58 59
40 56 51
16 17 6
49 96 81
8 79 23
73 96 57
14 24 89
16 38 35
91 95 65
4 11 74
10 58 33
16 77 23
29 72 86
34 89 24
33 89 77
60 70 87
50 86 5
48 64 36
15 49 71
13 91 32
71 83 5
60 98 77
51 55 91
15 46 21
4 27 41
32 54 23
49 50 42
31 72 39
30 75 30
10 27 12
17 73 89
75 77 78
55 84 79
24 74 29
71 96 68
19 79 40
4 93 17
17 26 44
57 81 48
47 84 1
18 36 85
18 49 96
11 72 48
30 79 88
42 63 77
1 96 78
27 44 41
7 10 28
1 76 80
2 28 52
52 67 84
43 72 87
44 78 19
15 98 83
9 75 98
12 50 87
64 75 8
11 93 5
52 65 42
30 91 60
2 54 71
12 87 35
88 95 81
19 90 13
22 79 63
4 48 29
57 66 54
1 61 93
6 9 11
28 72 74
20 23 20
14 70 50
24 57 88
52 92 31
41 78 83
3 35 41
29 77 94
21 46 76
9 82 18
5 47 45
73 78 52
6 74 24
46 87 16
66 79 13
14 30 64
46 60 71
80 97 84
39 80 81
17 42 37
18 90 54
0 82 88
2 45 31
13 42 66
74 79 38
56 65 78
28 29 59
64 94 24
1 69 22
30 56 99
13 49 18
32 81 27
42 58 54
1 74 23
26 76 74
38 43 58
11 17 32
50 85 24
32 37 96
41 74 73
60 93 93
26 99 21
21 63 71
75 89 13
33 60 11
73 80 20
30 67 16
51 86 60
42 85 38
5 26 82
10 84 35
47 95 57
54 61 46
19 62 65
24 85 42
0 95 85
16 45 28
2 52 63
39 87 51
43 65 79
73 77 26
41 56 88
28 97 56
14 87 52
42 66 19
53 80 56
61 78 4
62 78 25
63 70 69
0 15 94
17 89 96
53 89 92
32 64 82
39 78 93
65 70 35
30 43 62
53 72 66
21 81 84
35 73 74
18 34 25
77 98 64
54 62 22
67 98 97
40 84 11
46 96 1
43 93 23
28 49 57
4 33 49
71 94 41
61 84 2
96 98 76
25 31 16
25 97 13
20 75 65
16 88 19
2 27 25
59 77 52
20 57 34
45 47 84
45 90 39
27 73 19
64 91 31
11 20 95
16 27 5
16 59 17
65 85 14
78 96 31
48 82 62
3 75 79
86 96 55
38 74 88
14 16 60
7 28 81
8 14 47
3 58 44
9 45 30
23 64 56
24 26 3
43 56 40
5 79 42
12 33 94
51 87 49
17 80 25
22 96 49
11 54 17
29 48 74
61 76 16
40 90 21
8 24 96
4 99 42
23 79 31
55 71 56
0 68 71
24 78 97
20 79 91
73 93 48
6 86 11
15 33 20
0 17 70
75 76 85
57 65 80
62 90 70
45 79 4
31 74 98
77 99 99
30 69 5
47 60 96
41 99 36
9 67 68
60 78 97
18 61 35
20 59 91
51 76 60
87 99 18
5 19 53
23 95 72
13 74 44
30 55 16
28 69 93
35 84 100
13 19 89
3 11 29
47 49 59
5 92 58
75 91 69
64 79 62
12 47 2
41 94 45
35 68 33
32 35 40
29 97 16
3 77 26
87 92 13
57 83 58
31 37 64
11 95 63
8 41 75
35 61 91
26 85 8
24 73 51
17 65 78
5 69 6
62 73 88
22 98 80
36 95 56
1 37 75
34 73 16
73 88 79
73 95 60
50 51 52
12 80 41
4 77 66
27 70 70
79 81 87
2 30 32
14 86 45
36 74 34
34 38 67
25 48 15
4 79 87
69 77 70
9 80 38
59 66 6
52 86 66
23 74 81
10 19 24
76 82 81
0 32 17
65 92 50
3 27 99
89 94 97
1 3 73
43 55 63
48 61 73
16 40 34
3 51 89
25 72 44
3 82 7
53 94 82
3 24 41
9 20 27
70 82 72
45 97 48
4 82 18
9 22 80
32 65 85
75 80 40
5 8 18
12 74 89
25 43 5
64 82 95
50 94 100
0 44 76
3 15 94
8 28 58
45 94 97
25 29 26
17 90 36
10 24 48
19 58 76
59 83 98
32 96 37
0 47 21
64 84 98
39 91 96
9 71 28
35 94 62
57 93 65
56 95 47
63 64 32
27 45 28
16 82 40
51 84 81
34 60 57
74 75 47
52 99 34
19 88 25
42 43 13
0 62 95
9 41 76
68 99 24
49 93 2
24 91 94
22 44 3
54 90 71
8 45 40
69 93 31
64 88 51
29 90 17
44 59 13
22 94 24
8 66 44
56 85 100
11 67 53
45 63 72
66 95 45
56 84 47
14 88 51
