3128 80
14 64 35
2 19 3
15 58 4
44 71 56
0 64 91
11 68 22
12 65 24
48 73 85
7 20 6
36 46 2
22 74 67
9 75 29
36 69 23
5 63 85
21 28 52
26 65 71
1 23 4
31 76 56
51 69 90
37 78 68
32 49 29
55 71 53
2 12 93
11 54 96
3 28 48
46 51 38
4 44 40
8 54 32
36 53 2
26 69 71
55 60 92
15 57 93
12 35 99
45 54 20
15 39 80
52 67 58
32 79 29
42 66 48
42 59 36
36 37 51
8 62 89
11 49 100
13 52 89
59 66 50
1 2 16
24 48 93
16 18 11
65 70 12
27 52 96
27 49 58
26 75 64
6 62 47
30 78 11
6 15 15
26 28 70
13 73 65
37 66 45
5 30 51
10 54 53
28 30 27
7 29 67
32 74 75
56 63 61
21 72 85
2 58 45
1 63 94
21 70 65
40 41 13
47 73 30
52 69 64
1 52 37
1 59 29
48 54 1
58 67 49
31 59 60
19 52 16
12 43 67
12 34 40
7 34 67
22 62 34
14 74 37
6 58 13
41 47 98
25 69 34
53 61 84
9 35 19
7 8 31
4 74 88
0 70 34
58 65 26
1 61 67
4 31 33
59 71 86
46 62 6
8 14 46
28 35 76
19 65 15
43 76 84
25 46 29
21 29 36
64 74 62
14 52 39
43 62 38
37 47 12
51 55 75
29 32 60
23 66 91
32 67 15
9 77 56
68 70 38
72 76 43
9 21 59
48 61 6
56 59 94
6 14 77
6 60 15
13 77 16
10 77 40
0 20 89
40 52 45
9 60 54
59 77 53
5 51 80
45 76 83
7 36 67
12 13 63
0 53 57
34 47 76
38 77 47
33 72 4
26 63 82
18 47 62
35 70 6
2 68 36
24 71 22
71 77 69
20 34 20
5 69 66
42 67 83
1 9 36
15 45 99
6 79 59
18 52 94
24 31 48
30 76 40
2 31 75
31 37 93
6 36 51
5 8 26
17 53 20
2 28 26
21 38 86
0 38 2
37 74 32
31 62 4
34 56 36
20 21 10
47 55 39
33 78 17
32 46 75
36 63 80
7 60 92
48 51 80
0 56 72
54 69 1
36 77 15
68 72 52
22 49 78
67 74 44
12 22 55
10 58 40
43 46 65
12 63 19
51 78 100
