442 60
14 27 26
38 59 80
22 35 99
12 45 95
53 57 80
19 26 21
14 15 22
33 43 46
18 50 47
17 40 79
23 45 29
23 46 19
29 44 73
11 33 10
23 49 57
12 50 22
35 46 19
35 47 23
5 11 60
11 59 59
5 14 82
12 19 60
54 59 20
12 42 47
19 27 79
41 42 51
7 50 42
42 47 76
30 56 75
20 26 7
3 59 25
43 55 22
33 47 4
27 45 88
20 56 16
12 15 72
23 26 47
29 32 59
34 59 98
7 20 77
24 37 82
0 53 68
2 6 77
39 41 46
33 52 32
18 35 63
1 37 96
8 49 32
16 53 93
14 41 99
2 14 22
17 20 93
9 33 66
20 25 40
21 27 71
47 55 82
8 40 45
37 44 56
28 37 28
30 43 55
2 9 17
1 18 96
2 59 19
4 16 13
17 21 83
47 52 69
11 47 89
27 56 2
18 39 45
7 9 30
38 49 29
10 14 65
21 30 42
38 44 44
15 45 67
6 54 46
13 43 31
24 47 53
1 56 45
14 51 28
18 42 32
31 38 1
0 40 91
18 32 74
10 59 43
1 27 52
10 35 77
43 51 93
17 53 3
18 19 74
3 47 60
5 29 72
28 32 59
4 55 14
3 55 9
20 21 94
14 54 64
1 53 30
37 49 58
34 44 66
26 49 73
25 50 26
0 49 16
8 59 97
22 37 42
29 45 92
0 41 31
7 49 11
46 54 74
13 44 65
14 20 20
21 57 10
2 50 100
15 27 82
18 51 25
29 30 31
40 46 11
23 38 1
16 27 47
23 59 42
5 51 24
24 31 86
3 20 32
29 43 73
6 17 32
13 39 25
40 49 33
20 45 98
1 11 59
11 38 75
20 57 15
16 20 25
56 59 58
1 2 46
32 44 97
26 40 20
6 7 59
43 57 26
18 23 14
44 57 22
13 14 29
34 56 79
54 56 47
35 56 97
14 46 59
42 44 32
0 54 21
16 56 100
8 43 11
15 23 34
44 48 41
9 42 73
19 41 63
5 52 18
39 54 36
5 9 24
13 19 12
9 57 46
8 30 71
26 30 81
9 44 79
26 38 31
8 14 80
10 16 39
8 51 70
2 57 89
12 33 21
10 32 88
10 54 40
14 22 75
2 33 100
2 29 64
47 56 82
36 38 13
6 28 12
46 58 73
14 42 85
2 23 22
5 44 29
15 33 23
3 11 90
5 47 53
1 15 22
3 32 40
3 35 1
2 4 55
44 49 13
19 43 44
14 58 68
9 58 11
55 56 89
37 41 53
16 39 47
21 22 13
20 32 15
15 42 57
8 17 83
45 53 1
10 56 32
10 47 16
51 52 5
7 32 56
43 44 46
13 21 74
9 11 59
46 49 36
43 59 92
17 34 3
24 26 34
53 58 60
24 50 55
31 57 81
1 45 52
6 35 37
5 36 43
27 49 26
29 34 18
40 44 40
26 31 93
34 53 69
8 47 60
19 47 7
33 57 43
26 54 46
1 14 78
28 55 16
16 54 16
1 31 64
21 46 15
1 25 32
14 19 73
26 57 58
20 47 80
26 52 71
3 42 67
33 59 51
44 59 23
32 46 86
5 31 89
34 35 99
43 58 71
27 53 40
38 46 73
42 46 100
2 13 36
15 16 67
22 38 60
4 33 52
53 59 39
4 38 10
25 47 55
17 36 97
19 51 72
45 59 60
12 41 46
9 46 99
55 59 32
26 51 73
15 29 66
2 3 63
5 45 54
9 29 43
17 48 56
12 24 3
1 59 17
38 40 97
12 25 5
18 52 76
33 53 78
8 57 59
8 9 98
35 51 59
34 48 6
9 22 84
0 35 62
2 35 90
11 19 75
24 49 76
13 40 64
39 45 92
35 48 69
10 12 7
6 25 85
14 24 94
30 47 36
31 52 11
13 22 89
30 57 16
15 54 85
22 34 53
20 49 88
3 10 33
3 50 27
8 20 69
41 46 70
1 57 86
31 42 28
18 25 49
15 49 14
51 57 89
19 33 58
3 9 27
25 30 41
13 25 43
36 55 77
1 21 66
22 39 99
8 24 71
21 51 67
32 42 9
14 21 21
7 29 50
41 43 70
27 59 97
33 51 61
19 21 58
6 39 70
24 36 96
41 44 59
29 37 31
6 11 99
1 48 1
30 54 28
25 29 69
22 52 20
19 39 34
23 58 11
5 55 73
38 54 22
3 25 39
3 6 8
4 58 3
20 37 25
3 53 5
7 43 80
8 52 100
48 51 87
29 49 44
5 42 34
22 23 24
4 52 27
11 32 87
6 18 84
35 57 8
44 51 42
0 22 61
7 11 96
9 13 32
26 44 52
17 27 43
8 22 3
42 57 32
28 39 63
17 47 87
14 47 78
1 28 25
10 11 92
39 57 31
18 54 85
8 19 83
26 34 94
45 50 17
14 29 19
19 34 32
11 39 88
24 45 6
15 57 21
28 59 16
42 56 76
34 37 27
7 38 44
3 28 1
26 48 98
27 43 10
38 56 28
21 34 76
2 48 73
5 32 81
10 23 79
9 10 4
12 14 40
8 25 6
28 42 80
22 31 4
17 57 6
2 11 37
16 29 53
19 49 91
7 18 21
4 36 72
4 11 95
5 21 79
3 21 92
33 44 46
16 33 19
19 31 96
23 27 5
7 19 19
18 48 74
7 37 52
10 49 50
13 58 65
6 12 82
28 35 24
9 54 53
20 48 76
27 36 64
20 44 78
17 26 69
25 59 86
49 58 84
2 45 8
12 38 13
33 40 54
10 20 99
42 51 3
19 28 66
24 35 2
23 36 76
10 17 81
19 55 55
21 26 36
12 52 3
27 57 7
15 22 30
14 55 8
5 13 91
10 41 8
25 43 67
21 47 91
2 16 49
14 31 62
25 41 15
10 50 81
6 50 69
47 51 53
9 36 12
19 52 68
33 45 56
13 41 8
11 13 20
20 27 25
