390 40
29 38 98
2 17 3
9 35 36
5 37 57
33 35 47
25 34 35
3 29 75
33 36 39
26 36 82
5 25 73
12 37 45
19 28 88
22 30 12
7 38 100
24 28 89
0 36 68
13 18 72
18 24 96
31 33 77
28 32 93
3 33 70
18 22 34
7 11 38
3 21 3
6 12 49
13 14 74
4 34 96
11 16 67
14 24 94
17 33 41
29 39 78
26 30 78
14 20 9
6 39 53
8 9 45
12 29 16
10 22 37
10 15 17
19 30 61
7 10 24
5 30 55
23 28 13
0 26 6
18 29 82
18 28 86
7 24 95
28 38 67
0 37 17
21 28 31
15 19 42
9 26 49
18 39 99
20 32 61
11 23 1
5 23 15
13 39 25
24 25 68
17 38 68
12 27 65
3 38 20
25 38 11
2 18 45
24 34 98
13 27 65
8 24 17
19 38 72
19 36 63
5 28 84
29 35 8
8 31 10
13 35 1
8 35 92
37 38 64
14 39 64
2 3 32
7 32 98
0 20 15
17 24 84
7 17 38
3 30 53
0 8 75
18 33 47
2 36 42
15 28 78
3 15 56
0 11 26
0 39 13
6 22 64
3 31 37
14 38 97
31 38 6
14 34 34
20 33 36
1 38 91
14 25 15
16 37 40
4 22 40
2 23 59
8 18 5
1 21 78
23 33 28
0 6 19
6 19 64
20 21 68
16 22 93
19 23 59
10 21 29
16 31 48
23 26 7
26 39 71
31 37 62
2 34 67
6 21 47
0 3 11
21 27 89
6 9 82
23 30 66
6 11 20
2 25 35
4 38 1
19 20 48
2 24 80
38 39 65
13 21 21
20 30 66
17 29 44
5 24 95
15 16 48
9 14 74
4 32 39
13 22 74
25 30 78
22 28 70
3 9 1
1 18 59
19 27 39
19 31 75
27 39 18
2 4 18
29 30 49
5 22 25
13 36 14
18 35 71
8 33 32
13 28 16
8 12 86
5 14 76
10 19 63
5 13 45
1 31 81
22 27 29
0 14 10
14 35 68
13 19 24
21 39 69
3 8 57
6 23 83
12 39 70
1 6 73
35 36 17
17 32 41
15 20 44
0 1 62
11 15 45
2 11 3
1 25 12
10 30 72
13 33 90
6 29 90
11 13 36
31 34 68
15 18 19
8 21 74
29 32 59
14 31 37
10 13 14
30 34 72
18 27 10
2 19 56
16 34 77
1 4 5
20 29 99
15 24 7
4 12 73
8 36 47
21 38 57
17 25 82
6 7 82
23 29 90
9 31 14
31 32 40
9 24 74
1 17 11
1 8 19
32 35 69
8 39 66
22 29 81
11 33 43
6 37 92
17 20 79
3 39 21
13 32 99
2 38 64
4 10 61
3 4 57
30 31 31
4 36 42
32 36 10
9 15 71
15 17 12
13 29 55
6 31 71
4 29 41
20 35 79
8 20 68
13 15 68
5 10 76
5 7 92
13 38 22
2 32 37
3 36 12
36 38 33
22 31 79
23 39 84
20 28 81
10 35 15
23 37 41
7 27 1
7 19 10
24 37 52
6 32 69
6 24 64
16 32 22
19 29 80
3 19 6
24 27 93
9 28 11
11 27 29
10 16 1
27 32 59
10 37 69
19 21 62
19 24 93
5 35 12
22 24 52
18 25 44
1 35 97
1 23 17
5 18 9
5 16 35
32 39 86
3 5 38
0 16 63
8 13 67
21 29 84
14 18 18
7 20 21
2 16 5
5 17 57
7 18 51
16 20 73
11 32 67
1 14 99
7 15 81
15 23 13
27 28 46
10 29 76
22 34 70
0 18 89
34 37 22
8 19 19
12 16 59
6 34 72
34 35 49
4 11 31
16 30 75
5 39 94
1 26 8
30 32 23
18 30 9
7 8 48
7 26 56
36 37 17
4 33 80
2 13 62
10 17 39
3 24 27
20 24 85
7 35 58
11 38 50
3 10 35
9 20 95
4 31 52
35 37 33
16 39 35
17 19 18
17 37 31
4 37 9
14 37 27
9 25 66
12 28 28
15 35 98
10 39 39
20 38 35
0 31 5
7 31 58
17 27 66
25 36 50
8 30 83
2 30 37
17 22 95
8 38 52
20 22 5
12 31 38
26 34 82
19 37 8
27 33 31
3 26 8
0 25 33
28 31 10
2 26 47
4 16 41
13 37 38
30 33 65
0 30 16
4 13 97
33 38 43
25 31 11
17 39 6
12 18 30
4 6 75
0 33 20
34 39 60
1 29 71
9 37 92
3 18 84
13 25 44
10 27 95
17 18 11
18 21 59
10 12 41
6 28 90
3 6 44
13 20 37
0 27 44
9 18 62
2 35 17
11 18 43
8 27 69
18 38 46
16 35 23
12 30 3
16 24 58
5 19 50
16 26 45
14 15 70
15 37 95
9 32 9
18 23 81
26 31 45
22 35 35
23 34 76
18 32 36
35 38 7
9 33 61
8 14 55
0 34 31
8 15 16
18 36 72
22 37 88
3 13 10
14 17 53
8 32 9
1 36 73
1 5 27
21 37 72
31 36 98
15 36 47
10 24 30
15 30 73
20 34 64
3 28 22
33 39 25
26 38 3
2 27 3
10 32 83
28 29 43
10 34 34
6 27 65
13 30 15
