2432 140
48 85 46
33 129 19
5 41 17
40 82 44
22 64 26
35 45 57
54 116 75
87 112 9
81 89 66
7 17 84
65 130 69
40 98 98
30 112 63
3 78 65
6 111 76
84 105 23
84 101 99
116 118 67
20 21 69
55 58 25
43 132 17
28 126 83
5 113 99
6 125 9
55 116 99
33 92 64
109 124 97
107 138 3
13 113 76
125 137 24
65 120 22
73 108 32
76 112 41
28 78 72
43 109 98
25 122 81
54 60 26
23 31 23
5 89 62
96 123 28
47 107 83
14 133 29
1 22 28
110 116 44
61 73 36
14 137 11
57 107 62
12 113 38
81 103 60
35 104 96
2 46 37
3 58 16
72 102 26
52 116 7
57 117 31
30 62 88
5 97 12
80 126 16
115 121 79
15 90 25
56 90 7
3 64 54
21 97 67
32 64 19
27 45 65
94 107 55
14 18 91
36 126 45
118 139 77
32 131 41
83 119 72
6 99 93
48 90 43
113 123 47
97 115 56
110 118 84
101 122 11
51 127 45
4 36 46
35 36 67
44 45 86
104 122 69
8 137 29
21 60 42
10 65 98
59 127 30
37 91 84
76 132 38
36 113 96
57 118 65
65 106 4
25 127 83
73 118 9
91 101 73
85 137 20
71 107 74
23 93 100
42 132 68
11 118 33
10 38 1
80 114 73
63 106 23
57 100 69
39 51 26
24 114 2
58 127 40
74 97 2
8 44 48
0 134 17
14 36 14
0 120 100
13 102 50
53 78 86
77 107 58
78 135 79
52 99 31
18 76 44
48 91 17
99 110 84
43 83 79
44 71 22
13 129 17
6 74 91
91 139 42
72 128 45
69 121 79
19 105 82
0 113 61
98 100 66
46 119 31
17 71 32
73 130 42
38 87 87
25 39 25
71 86 67
101 121 92
95 121 61
47 117 87
56 133 77
111 117 93
6 43 29
66 123 36
92 95 17
79 120 8
26 63 32
120 125 53
87 108 34
33 74 66
18 22 79
2 25 79
39 61 17
92 113 16
1 46 87
29 67 28
33 100 71
51 85 12
19 23 6
10 83 79
71 72 41
21 57 63
100 128 45
4 52 26
6 88 43
48 65 27
54 127 62
80 92 48
33 132 20
18 29 4
18 53 48
10 71 75
104 132 82
43 105 96
1 8 74
76 133 74
3 9 99
6 109 17
9 121 59
93 99 24
66 135 32
71 109 26
23 108 5
87 105 86
88 103 78
31 103 67
95 109 97
31 88 94
42 70 98
50 116 29
84 102 32
15 103 27
50 135 43
33 54 67
72 116 10
53 121 46
71 94 79
80 116 33
81 127 2
65 83 80
90 116 55
48 95 46
58 83 30
67 130 44
29 136 13
4 21 25
36 83 15
17 43 48
126 133 31
4 103 89
31 94 3
14 113 19
129 132 28
8 77 18
12 51 67
92 97 15
17 35 67
48 127 21
41 91 44
91 116 73
50 124 26
89 94 81
27 37 2
9 138 51
67 95 26
95 107 54
44 124 18
40 138 27
27 92 52
70 117 1
35 99 15
60 73 5
104 126 100
83 96 99
19 57 94
8 27 40
26 28 100
49 84 24
85 114 18
45 129 73
43 102 69
76 125 42
0 35 75
65 78 19
32 39 91
97 133 46
61 107 33
54 120 67
16 124 37
19 24 14
31 131 41
70 96 77
64 126 51
40 56 87
28 116 89
47 91 39
127 139 84
34 100 12
13 114 46
16 79 77
62 64 17
20 85 80
74 88 96
71 75 10
57 101 95
39 119 58
10 21 4
51 83 66
73 104 63
27 133 67
46 86 83
14 132 57
18 102 20
22 38 57
29 100 18
17 65 100
29 48 17
65 87 96
46 123 43
64 139 91
49 66 25
22 72 24
87 103 38
71 116 99
34 122 19
114 121 70
33 63 5
43 57 83
24 64 90
3 45 37
18 72 73
23 127 57
20 92 13
23 97 97
18 117 10
68 69 77
32 104 10
98 111 55
22 33 76
44 82 50
74 121 9
55 123 3
2 11 63
0 59 91
21 40 35
89 122 70
12 126 100
72 136 44
40 121 96
64 103 96
22 44 89
11 35 35
69 91 64
14 68 46
26 89 72
35 116 32
60 71 96
24 38 8
80 112 64
7 113 13
78 133 10
46 66 60
67 84 78
31 76 25
7 72 62
60 132 29
26 57 72
26 55 14
30 139 55
65 72 11
71 106 45
21 27 94
25 126 60
78 97 49
2 98 43
83 106 99
18 82 25
29 107 46
114 116 57
7 109 27
2 124 18
8 119 17
59 120 39
27 48 38
73 79 31
0 101 57
9 97 76
30 130 33
28 120 31
102 125 47
52 53 77
21 31 11
28 59 69
3 51 78
108 109 49
89 136 80
129 135 1
68 116 25
130 139 57
43 117 45
5 10 53
49 116 41
15 102 77
16 89 62
39 129 99
125 133 45
105 139 13
57 90 76
20 69 92
22 139 91
24 131 9
13 16 11
7 78 26
13 83 3
109 132 28
68 75 49
79 97 77
34 76 31
53 103 3
23 49 49
32 138 20
50 109 3
82 122 2
48 70 13
13 138 21
12 114 61
22 41 5
9 120 11
12 18 32
23 42 29
52 137 27
76 102 43
7 61 6
73 120 3
51 77 43
25 85 93
67 71 67
16 121 34
69 125 62
79 102 79
5 62 70
56 59 15
66 73 16
64 90 1
18 81 38
12 35 74
54 70 76
78 83 40
62 71 12
10 54 47
72 117 1
32 139 80
3 62 78
46 72 16
97 116 62
85 128 89
40 52 32
58 97 73
36 127 33
67 100 97
93 121 58
21 56 71
15 118 41
76 80 9
31 37 51
0 99 52
73 129 37
13 14 15
48 138 29
122 123 49
34 96 14
118 136 11
48 114 86
99 128 72
12 68 85
131 139 21
22 58 73
96 124 12
117 128 53
26 46 74
111 122 89
0 86 78
58 112 51
3 18 76
47 85 47
45 106 86
3 103 90
38 138 78
86 92 57
72 81 83
37 121 28
102 111 96
21 63 80
75 108 87
13 90 10
25 33 91
47 134 67
109 126 38
83 139 79
8 35 39
42 56 83
98 135 47
43 80 25
65 132 21
86 105 79
4 79 36
61 83 85
14 24 97
19 79 97
35 128 27
21 117 78
46 49 43
55 106 94
40 96 82
14 17 25
24 33 62
2 123 94
114 125 44
79 101 17
112 125 28
12 109 54
9 123 67
46 74 70
30 53 49
95 114 49
72 77 79
38 139 3
10 101 72
105 121 5
19 47 90
28 89 44
33 87 27
79 116 9
33 44 52
45 108 51
65 77 38
62 138 42
8 45 64
20 134 16
49 94 92
0 17 13
87 123 40
3 99 17
47 100 41
102 127 69
8 10 18
9 28 34
57 104 78
100 105 62
17 101 55
57 136 47
7 49 80
22 127 35
21 55 44
68 73 32
35 62 60
12 66 29
60 127 8
12 104 61
0 127 3
88 113 84
24 109 81
24 41 13
4 37 68
63 123 16
88 99 81
63 116 80
28 41 78
27 100 26
9 116 77
78 91 24
31 113 16
18 60 100
15 132 58
5 19 54
69 70 19
85 113 84
31 62 24
18 95 25
33 81 62
23 76 39
44 115 85
65 133 90
4 133 18
23 94 99
2 64 1
12 65 67
86 121 85
16 109 53
17 34 82
35 49 76
27 75 72
23 88 91
34 79 75
79 135 21
89 120 89
100 110 43
33 85 84
66 116 41
5 119 78
10 106 10
35 64 28
46 80 8
66 126 35
4 47 2
7 127 60
134 139 15
22 96 38
53 75 99
26 83 68
3 101 68
46 55 35
86 132 84
68 93 62
0 38 95
38 40 17
5 23 74
21 132 57
67 112 46
7 23 84
64 107 14
1 15 44
49 96 63
73 85 26
0 23 79
43 99 25
91 94 57
1 113 14
66 124 4
76 110 52
71 85 63
18 139 64
59 79 34
98 105 68
23 29 47
102 138 66
7 31 13
12 30 85
92 103 94
55 130 22
12 106 43
55 120 45
93 130 1
28 67 30
18 56 99
42 84 73
94 125 1
36 87 23
79 108 70
42 96 85
2 94 42
84 139 15
57 75 9
12 97 33
36 106 93
45 116 25
26 129 78
49 79 99
49 138 26
74 108 61
42 133 27
32 36 83
74 126 40
37 59 95
113 133 54
79 121 95
28 129 4
31 92 46
107 122 52
14 98 60
9 24 70
29 90 41
69 101 67
62 102 49
22 46 79
89 108 94
33 71 80
101 114 26
46 135 100
76 97 91
33 75 27
75 112 93
69 89 30
18 94 25
13 22 86
39 120 55
119 125 14
7 33 42
20 37 44
75 103 26
28 71 22
26 105 82
129 136 70
48 119 37
82 129 69
133 136 22
65 84 46
42 139 60
18 51 61
8 34 75
14 78 2
102 117 92
77 80 11
38 44 57
44 54 95
32 102 22
102 136 74
8 11 82
10 49 36
33 109 41
62 67 14
103 107 33
25 49 57
29 41 90
22 83 63
61 81 84
88 95 47
35 54 29
73 112 80
58 110 17
128 130 100
83 122 13
14 19 98
21 46 27
100 113 21
61 87 28
48 88 91
47 76 83
113 120 47
60 99 8
28 73 23
3 115 44
33 102 97
41 127 99
75 87 83
33 135 53
12 85 53
48 101 65
38 45 29
44 86 63
0 128 24
29 72 81
102 123 89
4 97 15
18 88 76
33 51 83
37 106 26
44 121 50
18 23 6
53 138 6
59 76 16
95 133 1
53 99 7
25 37 96
131 133 76
63 133 81
49 120 30
7 84 2
22 99 36
38 111 64
22 135 37
11 73 23
3 39 70
63 115 69
43 52 91
28 37 77
27 40 20
17 19 82
6 106 65
30 110 28
6 72 50
2 139 42
46 76 44
67 80 16
89 97 62
64 79 52
17 139 28
7 97 64
28 96 15
57 81 33
15 42 2
13 41 86
8 127 59
57 66 91
1 51 31
78 125 98
0 94 68
18 35 37
77 129 37
30 119 59
34 104 25
22 90 98
75 130 87
61 109 27
8 139 50
88 128 81
36 49 11
61 65 47
28 57 53
105 109 48
97 118 34
40 69 44
14 34 22
19 116 62
53 64 95
30 45 76
27 39 79
23 92 83
40 42 35
42 115 41
59 78 55
9 132 91
36 80 74
7 80 46
104 105 16
95 99 85
37 46 63
24 129 7
106 107 47
81 98 39
13 15 24
63 67 72
42 104 25
25 113 85
5 29 90
48 72 85
52 86 8
35 136 87
7 8 79
81 114 99
98 122 59
50 79 87
18 108 45
21 100 61
1 125 12
6 38 94
2 88 98
9 93 4
67 97 20
33 35 72
112 133 95
52 125 69
42 72 90
2 125 49
117 123 77
54 58 24
28 97 48
4 84 11
65 128 60
17 123 19
12 60 51
6 59 76
100 129 91
67 94 3
68 138 70
19 112 92
5 107 47
16 43 4
16 117 46
42 128 88
71 89 96
52 69 73
65 117 31
64 88 10
107 136 94
49 60 66
55 77 68
60 76 28
9 51 96
52 104 92
108 137 97
62 108 7
11 114 11
36 93 9
80 109 38
52 118 42
61 101 58
36 104 13
52 68 98
15 23 81
60 134 89
55 99 18
28 47 91
115 131 4
30 135 64
74 134 19
129 131 91
30 65 87
75 86 54
15 26 64
63 77 62
19 137 98
30 123 85
66 102 70
59 116 98
68 104 38
17 55 95
39 115 71
106 123 20
7 69 93
22 43 48
96 122 35
86 108 80
28 114 94
102 126 15
53 71 71
20 100 64
25 89 48
92 135 83
6 53 65
4 65 14
23 126 90
75 101 73
53 126 35
21 134 75
53 58 78
65 134 85
69 122 10
51 75 5
35 75 36
45 67 75
58 81 49
55 131 83
105 117 58
71 139 42
31 35 9
3 128 77
7 9 40
49 55 31
125 131 24
45 102 81
96 130 84
111 138 90
45 110 81
